accepted_name,occurrence_no,class,collection_no,cc,max_ma,min_ma,lat,lng,paleolat,paleolng,group,stage,MAT_degC,GSP_cm,MAP_cm,s_temp,s_precip
Morganucodon oehleri,138845,Osteichthyes,11805,CN,201.3,199.3,25.172689,102.107323,37.81,120.2,Tetrapoda,Hettangian,12.59045,50.94923,2.152691,62.44298,6.0857849999999996
Amygdalodon patagonicus,139306,Saurischia,11923,AR,180.1,171.6,-43.966667,-69.51667,-44.08,-16.23,Sauropodomorpha,Toarcian,17.20987,5.94422,0.4403013,36.624721,2.2653277000000003
Icarosaurus siefkeri,146084,Reptilia,12856,US,228,208.5,40.811943,-74.018608,14.34,-8.55,Tetrapoda,Norian,39.16452,34.46359,0.9573208,7.8157,5.91223263
Rutiodon carolinensis,146085,Reptilia,12856,US,228,208.5,40.811943,-74.018608,14.34,-8.55,Tetrapoda,Norian,39.16452,34.46359,0.9573208,7.8157,5.91223263
Kuehneosuchus latissimus,146086,Reptilia,12857,UK,208.5,201.3,51.291943,-2.775,33.99,8.91,Tetrapoda,Rhaetian,30.68597,37.75289,1.048693,39.49496,3.4670537000000006
Kuehneosaurus latus,146087,Reptilia,12858,UK,208.5,201.3,51.252777,-2.543611,34.01,9.08,Tetrapoda,Rhaetian,30.68597,37.75289,1.048693,39.49496,3.4670537000000006
Trilophosaurus buettneri,146660,Reptilia,12942,US,228,208.5,32.175007,-101.254799,6.49,-31,Tetrapoda,Norian,35.04388,29.55319,0.8209236,5.324160000000003,5.15831674
Trilophosaurus buettneri,146661,Reptilia,12942,US,228,208.5,32.175007,-101.254799,6.49,-31,Tetrapoda,Norian,35.04388,29.55319,0.8209236,5.324160000000003,5.15831674
Clevosaurus hudsoni,149237,Reptilia,13173,UK,208.5,201.3,51.623055,-2.428333,34.38,8.97,Tetrapoda,Rhaetian,30.68597,37.75289,1.048693,39.49496,3.4670537000000006
Planocephalosaurus robinsonae,149243,Reptilia,13174,UK,208.5,201.3,51.623055,-2.428333,34.38,8.97,Tetrapoda,Rhaetian,30.68597,37.75289,1.048693,39.49496,3.4670537000000006
Sigmala sigmala,149244,Reptilia,13174,UK,208.5,201.3,51.623055,-2.428333,34.38,8.97,Tetrapoda,Rhaetian,30.68597,37.75289,1.048693,39.49496,3.4670537000000006
Clevosaurus minor,149247,Reptilia,13175,UK,208.5,201.3,51.623055,-2.428333,34.38,8.97,Tetrapoda,Rhaetian,30.68597,37.75289,1.048693,39.49496,3.4670537000000006
Planocephalosaurus robinsonae,149249,Reptilia,13175,UK,208.5,201.3,51.623055,-2.428333,34.38,8.97,Tetrapoda,Rhaetian,30.68597,37.75289,1.048693,39.49496,3.4670537000000006
Sigmala sigmala,149253,Reptilia,13175,UK,208.5,201.3,51.623055,-2.428333,34.38,8.97,Tetrapoda,Rhaetian,30.68597,37.75289,1.048693,39.49496,3.4670537000000006
Planocephalosaurus robinsonae,149254,Reptilia,13176,UK,208.5,201.3,51.623055,-2.428333,34.38,8.97,Tetrapoda,Rhaetian,30.68597,37.75289,1.048693,39.49496,3.4670537000000006
Clevosaurus minor,149255,Reptilia,13176,UK,208.5,201.3,51.623055,-2.428333,34.38,8.97,Tetrapoda,Rhaetian,30.68597,37.75289,1.048693,39.49496,3.4670537000000006
Sigmala sigmala,149260,Reptilia,13176,UK,208.5,201.3,51.623055,-2.428333,34.38,8.97,Tetrapoda,Rhaetian,30.68597,37.75289,1.048693,39.49496,3.4670537000000006
Sigmala sigmala,149262,Reptilia,13177,UK,208.5,201.3,51.623055,-2.428333,34.38,8.97,Tetrapoda,Rhaetian,30.68597,37.75289,1.048693,39.49496,3.4670537000000006
Pelecymala robustus,149263,Reptilia,13177,UK,208.5,201.3,51.623055,-2.428333,34.38,8.97,Tetrapoda,Rhaetian,30.68597,37.75289,1.048693,39.49496,3.4670537000000006
Planocephalosaurus robinsonae,149264,Reptilia,13177,UK,208.5,201.3,51.623055,-2.428333,34.38,8.97,Tetrapoda,Rhaetian,30.68597,37.75289,1.048693,39.49496,3.4670537000000006
Planocephalosaurus robinsonae,149290,Reptilia,13182,UK,208.5,201.3,51.623055,-2.428333,34.38,8.97,Tetrapoda,Rhaetian,30.68597,37.75289,1.048693,39.49496,3.4670537000000006
Planocephalosaurus robinsonae,149293,Reptilia,13183,UK,208.5,201.3,51.623055,-2.428333,34.38,8.97,Tetrapoda,Rhaetian,30.68597,37.75289,1.048693,39.49496,3.4670537000000006
Clevosaurus minor,149294,Reptilia,13183,UK,208.5,201.3,51.623055,-2.428333,34.38,8.97,Tetrapoda,Rhaetian,30.68597,37.75289,1.048693,39.49496,3.4670537000000006
Adelobasileus cromptoni,149837,Osteichthyes,13266,US,228,208.5,33.433887,-101.163887,7.72,-30.75,Tetrapoda,Norian,35.04388,29.55319,0.8209236,5.324160000000003,5.15831674
Trilophosaurus buettneri,149845,Reptilia,13266,US,228,208.5,33.433887,-101.163887,7.72,-30.75,Tetrapoda,Norian,35.04388,29.55319,0.8209236,5.324160000000003,5.15831674
Postosuchus kirkpatricki,149917,Reptilia,13273,US,228,208.5,33.521389,-101.315002,7.83,-30.86,Tetrapoda,Norian,35.04388,29.55319,0.8209236,5.324160000000003,5.15831674
Postosuchus kirkpatricki,149917,Reptilia,13273,US,228,208.5,33.521389,-101.315002,7.83,-30.86,Tetrapoda,Norian,35.04388,29.55319,0.8209236,5.324160000000003,5.15831674
Desmatosuchus smalli,149918,Reptilia,13273,US,228,208.5,33.521389,-101.315002,7.83,-30.86,Tetrapoda,Norian,35.04388,29.55319,0.8209236,5.324160000000003,5.15831674
Desmatosuchus smalli,149918,Reptilia,13273,US,228,208.5,33.521389,-101.315002,7.83,-30.86,Tetrapoda,Norian,35.04388,29.55319,0.8209236,5.324160000000003,5.15831674
Rileymillerus cosgriffi,149920,Osteichthyes,13273,US,228,208.5,33.521389,-101.315002,7.83,-30.86,Tetrapoda,Norian,35.04388,29.55319,0.8209236,5.324160000000003,5.15831674
Rileymillerus cosgriffi,149920,Osteichthyes,13273,US,228,208.5,33.521389,-101.315002,7.83,-30.86,Tetrapoda,Norian,35.04388,29.55319,0.8209236,5.324160000000003,5.15831674
Apachesaurus gregorii,149923,Osteichthyes,13273,US,228,208.5,33.521389,-101.315002,7.83,-30.86,Tetrapoda,Norian,35.04388,29.55319,0.8209236,5.324160000000003,5.15831674
Apachesaurus gregorii,149923,Osteichthyes,13273,US,228,208.5,33.521389,-101.315002,7.83,-30.86,Tetrapoda,Norian,35.04388,29.55319,0.8209236,5.324160000000003,5.15831674
Efraasia minor,149988,Saurischia,13285,DE,228,208.5,49.023609,8.978333,30.26,21.02,Sauropodomorpha,Norian,27.76358,49.3446,1.370686,34.94238,3.219998
Efraasia minor,149988,Saurischia,13285,DE,228,208.5,49.023609,8.978333,30.26,21.02,Sauropodomorpha,Norian,27.76358,49.3446,1.370686,34.94238,3.219998
Efraasia minor,149988,Saurischia,13285,DE,228,208.5,49.023609,8.978333,30.26,21.02,Sauropodomorpha,Norian,27.76358,49.3446,1.370686,34.94238,3.219998
Efraasia minor,149988,Saurischia,13285,DE,228,208.5,49.023609,8.978333,30.26,21.02,Sauropodomorpha,Norian,27.76358,49.3446,1.370686,34.94238,3.219998
Plateosaurus engelhardti,220070,Saurischia,22680,CH,228,208.5,47.5,8.016667,28.61,21.05,Sauropodomorpha,Norian,28.90005,36.01458,1.000406,31.029360000000004,3.30474
Plateosaurus engelhardti,220070,Saurischia,22680,CH,228,208.5,47.5,8.016667,28.61,21.05,Sauropodomorpha,Norian,28.90005,36.01458,1.000406,31.029360000000004,3.30474
Plateosaurus longiceps,220082,Saurischia,22683,DE,228,208.5,48.066669,8.65,29.29,21.24,Sauropodomorpha,Norian,28.90005,36.01458,1.000406,31.029360000000004,3.30474
Plateosaurus longiceps,220082,Saurischia,22683,DE,228,208.5,48.066669,8.65,29.29,21.24,Sauropodomorpha,Norian,28.90005,36.01458,1.000406,31.029360000000004,3.30474
Plateosaurus longiceps,220082,Saurischia,22683,DE,228,208.5,48.066669,8.65,29.29,21.24,Sauropodomorpha,Norian,28.90005,36.01458,1.000406,31.029360000000004,3.30474
Elachistosuchus huenei,220088,Reptilia,22684,DE,208.5,201.3,51.897499,11.073611,38.58,17.95,Tetrapoda,Rhaetian,25.97794,37.94636,1.174675,44.270935,3.481397
Koskinonodon perfectus,220202,Osteichthyes,22718,US,237,228,35.2374,-105.793999,14.08,-32.14,Tetrapoda,Carnian,34.0029,27.61294,0.7670252,4.726160000000004,4.22114647
Poposaurus langstoni,229324,Reptilia,22704,US,228,208.5,32.172222,-101.247223,6.48,-31,Tetrapoda,Norian,35.04388,29.55319,0.8209236,5.324160000000003,5.15831674
Otischalkia elderae,229325,Reptilia,22704,US,228,208.5,32.172222,-101.247223,6.48,-31,Tetrapoda,Norian,35.04388,29.55319,0.8209236,5.324160000000003,5.15831674
Trilophosaurus buettneri,229332,Reptilia,22706,US,228,208.5,32.1721,-101.247002,6.48,-31,Tetrapoda,Norian,35.04388,29.55319,0.8209236,5.324160000000003,5.15831674
Trilophosaurus buettneri,229332,Reptilia,22706,US,228,208.5,32.1721,-101.247002,6.48,-31,Tetrapoda,Norian,35.04388,29.55319,0.8209236,5.324160000000003,5.15831674
Chindesaurus bryansmalli,229333,Saurischia,22706,US,228,208.5,32.1721,-101.247002,6.48,-31,Dinosauromorpha,Norian,35.04388,29.55319,0.8209236,5.324160000000003,5.15831674
Chindesaurus bryansmalli,229333,Saurischia,22706,US,228,208.5,32.1721,-101.247002,6.48,-31,Dinosauromorpha,Norian,35.04388,29.55319,0.8209236,5.324160000000003,5.15831674
Koskinonodon perfectus,229336,Osteichthyes,22707,US,228,208.5,32.175007,-101.254799,6.49,-31,Tetrapoda,Norian,35.04388,29.55319,0.8209236,5.324160000000003,5.15831674
Longosuchus meadei,229337,Reptilia,22707,US,228,208.5,32.175007,-101.254799,6.49,-31,Tetrapoda,Norian,35.04388,29.55319,0.8209236,5.324160000000003,5.15831674
Trilophosaurus buettneri,229338,Reptilia,22707,US,228,208.5,32.175007,-101.254799,6.49,-31,Tetrapoda,Norian,35.04388,29.55319,0.8209236,5.324160000000003,5.15831674
Otischalkia elderae,229341,Reptilia,22707,US,228,208.5,32.175007,-101.254799,6.49,-31,Tetrapoda,Norian,35.04388,29.55319,0.8209236,5.324160000000003,5.15831674
Emausaurus ernsti,256195,Ornithischia,24862,DE,183,182,54.133331,13.05,45.36,27.09,Dinosauromorpha,Toarcian,20.18344,46.60847,2.267282,47.0660964,6.450554
Emausaurus ernsti,256195,Ornithischia,24862,DE,183,182,54.133331,13.05,45.36,27.09,Dinosauromorpha,Toarcian,20.18344,46.60847,2.267282,47.0660964,6.450554
Eoraptor lunensis,256434,Saurischia,24877,AR,237,228,-31.10111,-68.904999,-37.31,-27.45,Sauropodomorpha,Carnian,22.08206,20.78965,1.042526,44.968814,3.8588598999999997
Eoraptor lunensis,256434,Saurischia,24877,AR,237,228,-31.10111,-68.904999,-37.31,-27.45,Sauropodomorpha,Carnian,22.08206,20.78965,1.042526,44.968814,3.8588598999999997
Herrerasaurus ischigualastensis,256435,Saurischia,24877,AR,237,228,-31.10111,-68.904999,-37.31,-27.45,Dinosauromorpha,Carnian,22.08206,20.78965,1.042526,44.968814,3.8588598999999997
Herrerasaurus ischigualastensis,256435,Saurischia,24877,AR,237,228,-31.10111,-68.904999,-37.31,-27.45,Dinosauromorpha,Carnian,22.08206,20.78965,1.042526,44.968814,3.8588598999999997
Herrerasaurus ischigualastensis,256435,Saurischia,24877,AR,237,228,-31.10111,-68.904999,-37.31,-27.45,Dinosauromorpha,Carnian,22.08206,20.78965,1.042526,44.968814,3.8588598999999997
Herrerasaurus ischigualastensis,256435,Saurischia,24877,AR,237,228,-31.10111,-68.904999,-37.31,-27.45,Dinosauromorpha,Carnian,22.08206,20.78965,1.042526,44.968814,3.8588598999999997
Herrerasaurus ischigualastensis,256435,Saurischia,24877,AR,237,228,-31.10111,-68.904999,-37.31,-27.45,Dinosauromorpha,Carnian,22.08206,20.78965,1.042526,44.968814,3.8588598999999997
Herrerasaurus ischigualastensis,256435,Saurischia,24877,AR,237,228,-31.10111,-68.904999,-37.31,-27.45,Dinosauromorpha,Carnian,22.08206,20.78965,1.042526,44.968814,3.8588598999999997
Saurosuchus galilei,256436,Reptilia,24877,AR,237,228,-31.10111,-68.904999,-37.31,-27.45,Tetrapoda,Carnian,22.08206,20.78965,1.042526,44.968814,3.8588598999999997
Saurosuchus galilei,256436,Reptilia,24877,AR,237,228,-31.10111,-68.904999,-37.31,-27.45,Tetrapoda,Carnian,22.08206,20.78965,1.042526,44.968814,3.8588598999999997
Herrerasaurus ischigualastensis,256441,Saurischia,24878,AR,237,228,-30.133333,-68.283333,-36.32,-26.82,Dinosauromorpha,Carnian,22.08206,20.78965,1.042526,44.968814,3.8588598999999997
Herrerasaurus ischigualastensis,256441,Saurischia,24878,AR,237,228,-30.133333,-68.283333,-36.32,-26.82,Dinosauromorpha,Carnian,22.08206,20.78965,1.042526,44.968814,3.8588598999999997
Herrerasaurus ischigualastensis,256441,Saurischia,24878,AR,237,228,-30.133333,-68.283333,-36.32,-26.82,Dinosauromorpha,Carnian,22.08206,20.78965,1.042526,44.968814,3.8588598999999997
Herrerasaurus ischigualastensis,256441,Saurischia,24878,AR,237,228,-30.133333,-68.283333,-36.32,-26.82,Dinosauromorpha,Carnian,22.08206,20.78965,1.042526,44.968814,3.8588598999999997
Herrerasaurus ischigualastensis,256441,Saurischia,24878,AR,237,228,-30.133333,-68.283333,-36.32,-26.82,Dinosauromorpha,Carnian,22.08206,20.78965,1.042526,44.968814,3.8588598999999997
Herrerasaurus ischigualastensis,256441,Saurischia,24878,AR,237,228,-30.133333,-68.283333,-36.32,-26.82,Dinosauromorpha,Carnian,22.08206,20.78965,1.042526,44.968814,3.8588598999999997
Agnosphitys cromhallensis,261810,Saurischia,25298,UK,208.5,201.3,51.623055,-2.428333,34.38,8.97,Sauropodomorpha,Rhaetian,30.68597,37.75289,1.048693,39.49496,3.4670537000000006
Pisanosaurus mertii,277109,Ornithischia,26452,AR,237,228,-30,-68,-36.18,-26.52,Dinosauromorpha,Carnian,22.08206,20.78965,1.042526,44.968814,3.8588598999999997
Pisanosaurus mertii,277109,Ornithischia,26452,AR,237,228,-30,-68,-36.18,-26.52,Dinosauromorpha,Carnian,22.08206,20.78965,1.042526,44.968814,3.8588598999999997
Gerrothorax pulcherrimus,283817,Osteichthyes,26995,GL,228,208.5,71.371391,-22.555555,43.91,9.48,Tetrapoda,Norian,18.92697,28.48148,1.129678,36.620090000000005,1.2400820000000001
Cyclotosaurus naraserluki,283818,Osteichthyes,26995,GL,228,208.5,71.371391,-22.555555,43.91,9.48,Tetrapoda,Norian,18.92697,28.48148,1.129678,36.620090000000005,1.2400820000000001
Arcticodactylus cromptonellus,283819,Reptilia,26995,GL,228,208.5,71.371391,-22.555555,43.91,9.48,Tetrapoda,Norian,18.92697,28.48148,1.129678,36.620090000000005,1.2400820000000001
Aetosaurus ferratus,283826,Reptilia,26998,GL,215.56,212,71.827499,-23.513889,44.84,7.04,Tetrapoda,Norian,18.92697,28.48148,1.129678,36.620090000000005,1.2400820000000001
Plateosaurus longiceps,283828,Saurischia,26998,GL,215.56,212,71.827499,-23.513889,44.84,7.04,Sauropodomorpha,Norian,18.92697,28.48148,1.129678,36.620090000000005,1.2400820000000001
Plateosaurus longiceps,283828,Saurischia,26998,GL,215.56,212,71.827499,-23.513889,44.84,7.04,Sauropodomorpha,Norian,18.92697,28.48148,1.129678,36.620090000000005,1.2400820000000001
Plateosaurus longiceps,283828,Saurischia,26998,GL,215.56,212,71.827499,-23.513889,44.84,7.04,Sauropodomorpha,Norian,18.92697,28.48148,1.129678,36.620090000000005,1.2400820000000001
Plateosaurus longiceps,283860,Saurischia,26996,GL,215.56,212,71.383614,-22.568611,44.6,7.72,Sauropodomorpha,Norian,18.92697,28.48148,1.129678,36.620090000000005,1.2400820000000001
Plateosaurus longiceps,283860,Saurischia,26996,GL,215.56,212,71.383614,-22.568611,44.6,7.72,Sauropodomorpha,Norian,18.92697,28.48148,1.129678,36.620090000000005,1.2400820000000001
Plateosaurus longiceps,283860,Saurischia,26996,GL,215.56,212,71.383614,-22.568611,44.6,7.72,Sauropodomorpha,Norian,18.92697,28.48148,1.129678,36.620090000000005,1.2400820000000001
Pantydraco caducus,284027,Saurischia,27012,UK,208.5,201.3,51.459999,-3.373889,33.98,8.41,Sauropodomorpha,Rhaetian,30.68597,37.75289,1.048693,39.49496,3.4670537000000006
Pantydraco caducus,284027,Saurischia,27012,UK,208.5,201.3,51.459999,-3.373889,33.98,8.41,Sauropodomorpha,Rhaetian,30.68597,37.75289,1.048693,39.49496,3.4670537000000006
Dorygnathus banthensis,297459,Reptilia,28506,DE,183,182,49.916668,11.466667,41.08,27.99,Tetrapoda,Toarcian,21.83276,57.20005,2.639134,45.024201999999995,8.421356
Piatnitzkysaurus floresi,297555,Saurischia,28534,AR,180.1,168.4,-43.416218,-69.163521,-43.62,-17.35,Dinosauromorpha,Toarcian,15.38562,14.09909,1.048869,38.0774561,4.0168005
Patagosaurus fariasi,297556,Saurischia,28534,AR,180.1,168.4,-43.416218,-69.163521,-43.62,-17.35,Sauropodomorpha,Toarcian,15.38562,14.09909,1.048869,38.0774561,4.0168005
Volkheimeria chubutensis,297557,Saurischia,28534,AR,180.1,168.4,-43.416218,-69.163521,-43.62,-17.35,Sauropodomorpha,Toarcian,15.38562,14.09909,1.048869,38.0774561,4.0168005
Patagosaurus fariasi,297562,Saurischia,28536,AR,180.1,168.4,-43.358639,-69.187279,-43.56,-17.4,Sauropodomorpha,Toarcian,15.38562,14.09909,1.048869,38.0774561,4.0168005
Zupaysaurus rougieri,360364,Saurischia,34132,AR,228,208.5,-29.85,-68.066666,-39.67,-22.76,Dinosauromorpha,Norian,21.26407,6.975389,0.3352539,37.450503,1.1838146
Zupaysaurus rougieri,360364,Saurischia,34132,AR,228,208.5,-29.85,-68.066666,-39.67,-22.76,Dinosauromorpha,Norian,21.26407,6.975389,0.3352539,37.450503,1.1838146
Ischigualastia jenseni,366442,Osteichthyes,34702,AR,237,228,-30,-68,-36.18,-26.52,Tetrapoda,Carnian,22.08206,20.78965,1.042526,44.968814,3.8588598999999997
Brachyzostrodon coupatezi,380706,Mammalia,36106,FR,208.5,201.3,48.615555,6.332844,34.23,16.68,Tetrapoda,Rhaetian,27.56064,60.04259,1.721476,39.507964,5.2218100000000005
Massospondylus carinatus,385293,Saurischia,36702,ZA,199.3,190.8,-29.200001,27.450001,-42.85,15.24,Sauropodomorpha,Sinemurian,17.9859,15.52015,0.7684606,42.8675855,1.4539000000000002
Massospondylus carinatus,385293,Saurischia,36702,ZA,199.3,190.8,-29.200001,27.450001,-42.85,15.24,Sauropodomorpha,Sinemurian,17.9859,15.52015,0.7684606,42.8675855,1.4539000000000002
Massospondylus carinatus,385293,Saurischia,36702,ZA,199.3,190.8,-29.200001,27.450001,-42.85,15.24,Sauropodomorpha,Sinemurian,17.9859,15.52015,0.7684606,42.8675855,1.4539000000000002
Melanorosaurus readi,385301,Saurischia,36704,ZA,228,208.5,-30.6,27.383329,-52.7,7.01,Sauropodomorpha,Norian,14.16898,6.986458,0.6965679,44.745332000000005,3.1775231
Melanorosaurus readi,385301,Saurischia,36704,ZA,228,208.5,-30.6,27.383329,-52.7,7.01,Sauropodomorpha,Norian,14.16898,6.986458,0.6965679,44.745332000000005,3.1775231
Melanorosaurus readi,385301,Saurischia,36704,ZA,228,208.5,-30.6,27.383329,-52.7,7.01,Sauropodomorpha,Norian,14.16898,6.986458,0.6965679,44.745332000000005,3.1775231
Melanorosaurus readi,385301,Saurischia,36704,ZA,228,208.5,-30.6,27.383329,-52.7,7.01,Sauropodomorpha,Norian,14.16898,6.986458,0.6965679,44.745332000000005,3.1775231
Plateosauravus cullingworthi,385607,Saurischia,36735,ZA,228,208.5,-30.5333,27.4167,-52.66,7.1,Sauropodomorpha,Norian,14.16898,6.986458,0.6965679,44.745332000000005,3.1775231
Plateosauravus cullingworthi,385607,Saurischia,36735,ZA,228,208.5,-30.5333,27.4167,-52.66,7.1,Sauropodomorpha,Norian,14.16898,6.986458,0.6965679,44.745332000000005,3.1775231
Plateosauravus cullingworthi,385607,Saurischia,36735,ZA,228,208.5,-30.5333,27.4167,-52.66,7.1,Sauropodomorpha,Norian,14.16898,6.986458,0.6965679,44.745332000000005,3.1775231
Plateosauravus cullingworthi,385607,Saurischia,36735,ZA,228,208.5,-30.5333,27.4167,-52.66,7.1,Sauropodomorpha,Norian,14.16898,6.986458,0.6965679,44.745332000000005,3.1775231
Massospondylus carinatus,386280,Saurischia,36850,ZA,199.3,190.8,-28.516701,27.9333,-42.35,16.1,Sauropodomorpha,Sinemurian,21.98544,10.06803,0.3881603,45.100742000000004,0.38169770000000003
Massospondylus carinatus,386280,Saurischia,36850,ZA,199.3,190.8,-28.516701,27.9333,-42.35,16.1,Sauropodomorpha,Sinemurian,21.98544,10.06803,0.3881603,45.100742000000004,0.38169770000000003
Massospondylus carinatus,386280,Saurischia,36850,ZA,199.3,190.8,-28.516701,27.9333,-42.35,16.1,Sauropodomorpha,Sinemurian,21.98544,10.06803,0.3881603,45.100742000000004,0.38169770000000003
Sarcosaurus woodi,393085,Saurischia,37812,UK,201.3,196.5,52.216702,-1.75,37.35,9.41,Dinosauromorpha,Hettangian,26.81277,56.59865,1.74598,42.543579,4.350798000000001
Sarcosaurus woodi,393085,Saurischia,37812,UK,201.3,196.5,52.216702,-1.75,37.35,9.41,Dinosauromorpha,Hettangian,26.81277,56.59865,1.74598,42.543579,4.350798000000001
Boreogomphodon jeffersoni,406850,Osteichthyes,39159,US,237,228,37.46389,-77.671387,12.64,-8.87,Tetrapoda,Carnian,29.47409,76.26947,2.118593,3.4636499999999977,11.9710003
Microconodon tenuirostris,406853,Osteichthyes,39159,US,237,228,37.46389,-77.671387,12.64,-8.87,Tetrapoda,Carnian,29.47409,76.26947,2.118593,3.4636499999999977,11.9710003
Euscolosuchus olseni,406854,Reptilia,39159,US,237,228,37.46389,-77.671387,12.64,-8.87,Tetrapoda,Carnian,29.47409,76.26947,2.118593,3.4636499999999977,11.9710003
Uatchitodon kroehleri,406855,Reptilia,39159,US,237,228,37.46389,-77.671387,12.64,-8.87,Tetrapoda,Carnian,29.47409,76.26947,2.118593,3.4636499999999977,11.9710003
Gomphiosauridion baileyae,406858,Reptilia,39159,US,237,228,37.46389,-77.671387,12.64,-8.87,Tetrapoda,Carnian,29.47409,76.26947,2.118593,3.4636499999999977,11.9710003
Xenodiphyodon petraios,406859,Reptilia,39159,US,237,228,37.46389,-77.671387,12.64,-8.87,Tetrapoda,Carnian,29.47409,76.26947,2.118593,3.4636499999999977,11.9710003
Placerias hesternus,406862,Osteichthyes,39160,US,228,208.5,34.43742,-109.462486,9.88,-37.44,Tetrapoda,Norian,34.07892,25.3384,0.7038454,3.7766400000000004,4.87227172
Placerias hesternus,406862,Osteichthyes,39160,US,228,208.5,34.43742,-109.462486,9.88,-37.44,Tetrapoda,Norian,34.07892,25.3384,0.7038454,3.7766400000000004,4.87227172
Desmatosuchus spurensis,406864,Reptilia,39160,US,228,208.5,34.43742,-109.462486,9.88,-37.44,Tetrapoda,Norian,34.07892,25.3384,0.7038454,3.7766400000000004,4.87227172
Desmatosuchus spurensis,406864,Reptilia,39160,US,228,208.5,34.43742,-109.462486,9.88,-37.44,Tetrapoda,Norian,34.07892,25.3384,0.7038454,3.7766400000000004,4.87227172
Smilosuchus adamanensis,406867,Reptilia,39160,US,228,208.5,34.43742,-109.462486,9.88,-37.44,Tetrapoda,Norian,34.07892,25.3384,0.7038454,3.7766400000000004,4.87227172
Smilosuchus adamanensis,406867,Reptilia,39160,US,228,208.5,34.43742,-109.462486,9.88,-37.44,Tetrapoda,Norian,34.07892,25.3384,0.7038454,3.7766400000000004,4.87227172
Postosuchus kirkpatricki,406869,Reptilia,39160,US,228,208.5,34.43742,-109.462486,9.88,-37.44,Tetrapoda,Norian,34.07892,25.3384,0.7038454,3.7766400000000004,4.87227172
Postosuchus kirkpatricki,406869,Reptilia,39160,US,228,208.5,34.43742,-109.462486,9.88,-37.44,Tetrapoda,Norian,34.07892,25.3384,0.7038454,3.7766400000000004,4.87227172
Koskinonodon perfectus,406870,Osteichthyes,39160,US,228,208.5,34.43742,-109.462486,9.88,-37.44,Tetrapoda,Norian,34.07892,25.3384,0.7038454,3.7766400000000004,4.87227172
Koskinonodon perfectus,406870,Osteichthyes,39160,US,228,208.5,34.43742,-109.462486,9.88,-37.44,Tetrapoda,Norian,34.07892,25.3384,0.7038454,3.7766400000000004,4.87227172
Calyptosuchus wellesi,406876,Reptilia,39160,US,228,208.5,34.43742,-109.462486,9.88,-37.44,Tetrapoda,Norian,34.07892,25.3384,0.7038454,3.7766400000000004,4.87227172
Calyptosuchus wellesi,406876,Reptilia,39160,US,228,208.5,34.43742,-109.462486,9.88,-37.44,Tetrapoda,Norian,34.07892,25.3384,0.7038454,3.7766400000000004,4.87227172
Koskinonodon perfectus,407765,Osteichthyes,39219,US,228,208.5,34.437237,-109.462166,9.88,-37.44,Tetrapoda,Norian,34.07892,25.3384,0.7038454,3.7766400000000004,4.87227172
Smilosuchus adamanensis,407767,Reptilia,39219,US,228,208.5,34.437237,-109.462166,9.88,-37.44,Tetrapoda,Norian,34.07892,25.3384,0.7038454,3.7766400000000004,4.87227172
Koskinonodon perfectus,407774,Osteichthyes,39219,US,228,208.5,34.437237,-109.462166,9.88,-37.44,Tetrapoda,Norian,34.07892,25.3384,0.7038454,3.7766400000000004,4.87227172
Acaenasuchus geoffreyi,407776,Reptilia,39219,US,228,208.5,34.437237,-109.462166,9.88,-37.44,Tetrapoda,Norian,34.07892,25.3384,0.7038454,3.7766400000000004,4.87227172
Poposaurus gracilis,423245,Reptilia,39219,US,228,208.5,34.437237,-109.462166,9.88,-37.44,Tetrapoda,Norian,34.07892,25.3384,0.7038454,3.7766400000000004,4.87227172
Shuvosaurus inexpectatus,423280,Reptilia,39160,US,228,208.5,34.43742,-109.462486,9.88,-37.44,Tetrapoda,Norian,34.07892,25.3384,0.7038454,3.7766400000000004,4.87227172
Shuvosaurus inexpectatus,423280,Reptilia,39160,US,228,208.5,34.43742,-109.462486,9.88,-37.44,Tetrapoda,Norian,34.07892,25.3384,0.7038454,3.7766400000000004,4.87227172
Poposaurus gracilis,423281,Reptilia,39160,US,228,208.5,34.43742,-109.462486,9.88,-37.44,Tetrapoda,Norian,34.07892,25.3384,0.7038454,3.7766400000000004,4.87227172
Poposaurus gracilis,423281,Reptilia,39160,US,228,208.5,34.43742,-109.462486,9.88,-37.44,Tetrapoda,Norian,34.07892,25.3384,0.7038454,3.7766400000000004,4.87227172
Trilophosaurus jacobsi,423285,Reptilia,39160,US,228,208.5,34.43742,-109.462486,9.88,-37.44,Tetrapoda,Norian,34.07892,25.3384,0.7038454,3.7766400000000004,4.87227172
Trilophosaurus jacobsi,423285,Reptilia,39160,US,228,208.5,34.43742,-109.462486,9.88,-37.44,Tetrapoda,Norian,34.07892,25.3384,0.7038454,3.7766400000000004,4.87227172
Parasuchus bransoni,460787,Reptilia,45441,US,237,228,34.983803,-101.664421,13.02,-28.83,Tetrapoda,Carnian,36.36026,48.00356,1.333432,2.418999999999997,5.766860100000001
Unaysaurus tolentinoi,461293,Saurischia,45513,BR,228,208.5,-29.601389,-53.856945,-38.64,-7.3,Sauropodomorpha,Norian,21.90567,11.39563,0.4976698,47.317808,0.4333990000000001
Unaysaurus tolentinoi,461293,Saurischia,45513,BR,228,208.5,-29.601389,-53.856945,-38.64,-7.3,Sauropodomorpha,Norian,21.90567,11.39563,0.4976698,47.317808,0.4333990000000001
