accepted_name,occurrence_no,class,collection_no,cc,max_ma,min_ma,lat,lng,paleolat,paleolng,group,stage,MAT_degC,GSP_cm,MAP_cm,s_temp,s_precip
Anchisaurus polyzelus,477080,Saurischia,47197,US,201.3,190.8,41.809765,-72.550735,21.33,-9.07,Sauropodomorpha,Sinemurian,32.40538,78.736615,2.18713,19.838499999999996,12.288516
Anchisaurus polyzelus,477083,Saurischia,47199,US,201.3,190.8,42.103611,-72.588058,21.61,-9.17,Sauropodomorpha,Sinemurian,32.40538,78.736615,2.18713,19.838499999999996,12.288516
Eucnemesaurus fortis,479382,Saurischia,36610,ZA,228,201.3,-30.950001,26.616667,-52.16,7.58,Sauropodomorpha,Rhaetian,15.78574,9.105204,0.74504335,44.5972425,3.1433772
Massospondylus carinatus,487120,Saurischia,48824,ZA,201.3,190.8,-30.6,27.616667,-44.57,14.81,Sauropodomorpha,Sinemurian,19.173566666666666,9.927592666666666,0.4416976,45.7402225,0.9707262
Massospondylus carinatus,487121,Saurischia,48825,ZA,201.3,190.8,-28.950001,27.433332,-42.97,15.4,Sauropodomorpha,Sinemurian,19.173566666666666,9.927592666666666,0.4416976,45.7402225,0.9707262
Ngwevu intloko,487122,Saurischia,48826,ZA,201.3,190.8,-28.533333,28.5,-42.9,16.8,Sauropodomorpha,Sinemurian,19.83466,14.20518,0.59802875,45.5641455,1.2056179999999999
Lycorhinus angustidens,487124,Ornithischia,48828,ZA,201.3,190.8,-28.51667,28.616671,-42.92,16.94,Dinosauromorpha,Sinemurian,19.83466,14.20518,0.59802875,45.5641455,1.2056179999999999
Isanosaurus attavipachi,487267,Saurischia,48871,TH,190.8,174.1,16.3333,101.983299,21.24,124.51,Sauropodomorpha,Toarcian,24.4465,87.80007,3.045946,31.165986500000002,6.629529499999999
Dinnetherium nezorum,488671,Mammalia,27716,US,199.3,182.7,35.759724,-111.080833,15,-39.65,Tetrapoda,Pliensbachian,32.493455,45.104189999999996,1.2528942,13.15097,8.5202205685
Lophostropheus airelensis,491743,Saurischia,49654,FR,208.5,199.3,49.216667,1.083333,33.62,12.43,Dinosauromorpha,Hettangian,29.57089,44.873055,1.2464724999999999,39.49119,3.3428430000000002
Coelophysis rhodesiensis,500518,Saurischia,50823,ZW,201.3,190.8,-16.116667,29.5,-31.38,22.74,Dinosauromorpha,Sinemurian,30.45215,21.99802,0.61105605,37.588205,4.45603315
Coelophysis rhodesiensis,500519,Saurischia,50824,ZW,201.3,190.8,-16.216667,30.1,-31.64,23.36,Dinosauromorpha,Sinemurian,30.45215,21.99802,0.61105605,37.588205,4.45603315
Scutellosaurus lawleri,513170,Ornithischia,51894,US,199.3,182.7,35.75,-111.083298,14.99,-39.66,Dinosauromorpha,Pliensbachian,32.493455,45.104189999999996,1.2528942,13.15097,8.5202205685
Kayentavenator elysiae,513181,Saurischia,51899,US,199.3,182.7,35.733299,-111.066704,14.97,-39.64,Dinosauromorpha,Pliensbachian,32.493455,45.104189999999996,1.2528942,13.15097,8.5202205685
Kotasaurus yamanpalliensis,513185,Saurischia,22665,IN,199.3,182.7,19.106924,79.845581,-25.43,47.05,Sauropodomorpha,Pliensbachian,29.026275,135.61055,3.7669610000000002,15.26709,15.312364500000001
Herrerasaurus ischigualastensis,518733,Saurischia,52746,AR,237,208.5,-29.216669,-68.699997,-38.43,-25.33,Dinosauromorpha,Norian,21.809396666666665,16.184896333333334,0.8067686333333334,42.462710333333334,2.9671781333333334
Lesothosaurus diagnosticus,534903,Ornithischia,48391,ZA,201.3,190.8,-28.984444,27.367222,-42.98,15.31,Dinosauromorpha,Sinemurian,18.876649999999998,11.325731999999999,0.5233883500000001,45.02206325,1.09151965
Thotobolosaurus mabeatae,538678,Saurischia,56018,LS,228,201.3,-30.2167,27.516701,-51.87,9.24,Sauropodomorpha,Rhaetian,15.78574,9.105204,0.74504335,44.5972425,3.1433772
Tazoudasaurus naimi,539053,Saurischia,56129,MA,190.8,174.1,31.2647,-6.5908,26.36,6.57,Sauropodomorpha,Toarcian,29.48734,41.154505,1.14318155,21.575960000000002,6.391424300000001
Tazoudasaurus naimi,539055,Saurischia,56130,MA,190.8,174.1,31.2647,-6.5908,26.36,6.57,Sauropodomorpha,Toarcian,29.48734,41.154505,1.14318155,21.575960000000002,6.391424300000001
Berberosaurus liassicus,539056,Saurischia,56130,MA,190.8,174.1,31.2647,-6.5908,26.36,6.57,Dinosauromorpha,Toarcian,29.48734,41.154505,1.14318155,21.575960000000002,6.391424300000001
Saturnalia tupiniquim,539478,Saurischia,56188,BR,237,208.5,-29.697779,-53.774166,-38.72,-8.99,Sauropodomorpha,Norian,21.26191,11.998536666666666,0.6116987333333334,48.78900066666667,1.2559723333333332
Leptopleuron lacertinum,558352,Reptilia,57948,UK,237,208.5,57.71722,-3.291667,34.8,10.71,Tetrapoda,Norian,30.495973333333332,16.673166666666667,0.4631440666666667,35.61959,2.0792788666666664
Brachyrhinodon taylori,558353,Reptilia,57948,UK,237,208.5,57.71722,-3.291667,34.8,10.71,Tetrapoda,Norian,30.495973333333332,16.673166666666667,0.4631440666666667,35.61959,2.0792788666666664
Hyperodapedon gordoni,558354,Reptilia,57948,UK,237,208.5,57.71722,-3.291667,34.8,10.71,Tetrapoda,Norian,30.495973333333332,16.673166666666667,0.4631440666666667,35.61959,2.0792788666666664
Stagonolepis robertsoni,558355,Reptilia,57948,UK,237,208.5,57.71722,-3.291667,34.8,10.71,Tetrapoda,Norian,30.495973333333332,16.673166666666667,0.4631440666666667,35.61959,2.0792788666666664
Ornithosuchus woodwardi,558356,Reptilia,57948,UK,237,208.5,57.71722,-3.291667,34.8,10.71,Tetrapoda,Norian,30.495973333333332,16.673166666666667,0.4631440666666667,35.61959,2.0792788666666664
Erpetosuchus granti,558357,Reptilia,57948,UK,237,208.5,57.71722,-3.291667,34.8,10.71,Tetrapoda,Norian,30.495973333333332,16.673166666666667,0.4631440666666667,35.61959,2.0792788666666664
Scleromochlus taylori,558358,Reptilia,57948,UK,237,208.5,57.71722,-3.291667,34.8,10.71,Tetrapoda,Norian,30.495973333333332,16.673166666666667,0.4631440666666667,35.61959,2.0792788666666664
Saltopus elginensis,558360,Reptilia,57948,UK,237,208.5,57.71722,-3.291667,34.8,10.71,Dinosauromorpha,Norian,30.495973333333332,16.673166666666667,0.4631440666666667,35.61959,2.0792788666666664
Meroktenos thabanensis,566225,Saurischia,59291,LS,228,201.3,-29.9333,27.4,-51.57,9.31,Sauropodomorpha,Rhaetian,15.78574,9.105204,0.74504335,44.5972425,3.1433772
Protosuchus haughtoni,566828,Reptilia,59363,ZA,201.3,190.8,-29.219999,27.341667,-43.2,15.17,Tetrapoda,Sinemurian,18.876649999999998,11.325731999999999,0.5233883500000001,45.02206325,1.09151965
Dinnebitodon amarali,571548,Osteichthyes,59929,US,199.3,182.7,35.760555,-111.08139,15,-39.65,Tetrapoda,Pliensbachian,32.493455,45.104189999999996,1.2528942,13.15097,8.5202205685
Dinnebitodon amarali,571549,Osteichthyes,59930,US,199.3,182.7,35.762222,-111.088333,15,-39.66,Tetrapoda,Pliensbachian,32.493455,45.104189999999996,1.2528942,13.15097,8.5202205685
Cyclotosaurus intermedius,584069,Osteichthyes,61448,PL,237,208.5,50.669167,18.249166,33.11,27.91,Tetrapoda,Norian,28.49476,30.649359999999998,0.8709006,37.50571166666666,2.2608046666666666
Metoposaurus diagnosticus,584070,Osteichthyes,61448,PL,237,208.5,50.669167,18.249166,33.11,27.91,Tetrapoda,Norian,28.49476,30.649359999999998,0.8709006,37.50571166666666,2.2608046666666666
Stagonolepis olenkae,584072,Reptilia,61448,PL,237,208.5,50.669167,18.249166,33.11,27.91,Tetrapoda,Norian,28.49476,30.649359999999998,0.8709006,37.50571166666666,2.2608046666666666
Stagonolepis olenkae,584073,Reptilia,61449,PL,237,208.5,50.669167,18.249166,33.11,27.91,Tetrapoda,Norian,28.49476,30.649359999999998,0.8709006,37.50571166666666,2.2608046666666666
Silesaurus opolensis,584074,Reptilia,61449,PL,237,208.5,50.669167,18.249166,33.11,27.91,Dinosauromorpha,Norian,28.49476,30.649359999999998,0.8709006,37.50571166666666,2.2608046666666666
Cyclotosaurus intermedius,584075,Osteichthyes,61449,PL,237,208.5,50.669167,18.249166,33.11,27.91,Tetrapoda,Norian,28.49476,30.649359999999998,0.8709006,37.50571166666666,2.2608046666666666
Polonosuchus silesiacus,584307,Reptilia,61449,PL,237,208.5,50.669167,18.249166,33.11,27.91,Tetrapoda,Norian,28.49476,30.649359999999998,0.8709006,37.50571166666666,2.2608046666666666
Silesaurus opolensis,584310,Reptilia,61448,PL,237,208.5,50.669167,18.249166,33.11,27.91,Dinosauromorpha,Norian,28.49476,30.649359999999998,0.8709006,37.50571166666666,2.2608046666666666
Machaeroprosopus buceros,590150,Reptilia,62311,US,221.5,212,36.331669,-106.473053,11.12,-34.76,Tetrapoda,Norian,35.86569,26.28761,0.7302114,4.4039,5.16066753
Rioarribasuchus chamaensis,590151,Reptilia,62311,US,221.5,212,36.331669,-106.473053,11.12,-34.76,Tetrapoda,Norian,35.86569,26.28761,0.7302114,4.4039,5.16066753
Typothorax coccinarum,590152,Reptilia,62311,US,221.5,212,36.331669,-106.473053,11.12,-34.76,Tetrapoda,Norian,35.86569,26.28761,0.7302114,4.4039,5.16066753
Dilophosaurus wetherilli,632335,Saurischia,35250,US,199.3,182.7,35.679169,-111.027779,14.91,-39.61,Dinosauromorpha,Pliensbachian,32.493455,45.104189999999996,1.2528942,13.15097,8.5202205685
Abrictosaurus consors,645108,Ornithischia,69695,LS,201.3,190.8,-30.064182,28.532604,-44.35,16.11,Dinosauromorpha,Sinemurian,16.914794999999998,17.39286,0.9402790000000001,43.35389485,1.8849785
Lycorhinus angustidens,645109,Ornithischia,69696,ZA,201.3,190.8,-30.433332,28.516666,-44.69,15.91,Dinosauromorpha,Sinemurian,16.914794999999998,17.39286,0.9402790000000001,43.35389485,1.8849785
Lycorhinus angustidens,645110,Ornithischia,36669,ZA,201.3,190.8,-30.433332,28.516666,-44.69,15.91,Dinosauromorpha,Sinemurian,16.914794999999998,17.39286,0.9402790000000001,43.35389485,1.8849785
Lufengosaurus huenei,666812,Saurischia,71803,CN,201.3,190.8,25.179985,102.09417,37.48,121.8,Sauropodomorpha,Sinemurian,12.010353333333335,44.80945,1.9814016666666665,59.93595666666667,4.571732666666667
Sinosaurus triassicus,667390,Saurischia,71907,CN,201.3,190.8,25.530001,102.402802,37.86,122.09,Dinosauromorpha,Sinemurian,11.720305,41.73956,1.895757,58.682445,3.8147064999999998
Desmatosuchus spurensis,667872,Reptilia,71977,US,237,208.5,33.589661,-101.113403,8.67,-30.15,Tetrapoda,Norian,36.08804,30.94502,0.8595847999999999,4.492064999999998,4.78209742
Postosuchus kirkpatricki,667873,Reptilia,71978,US,237,208.5,33.566715,-101.132889,8.65,-30.17,Tetrapoda,Norian,36.08804,30.94502,0.8595847999999999,4.492064999999998,4.78209742
Spinosuchus caseanus,667874,Reptilia,71979,US,237,208.5,33.606396,-101.138519,8.69,-30.17,Tetrapoda,Norian,36.08804,30.94502,0.8595847999999999,4.492064999999998,4.78209742
Koskinonodon perfectus,667875,Osteichthyes,71980,US,237,208.5,33.523457,-101.136757,8.61,-30.18,Tetrapoda,Norian,36.08804,30.94502,0.8595847999999999,4.492064999999998,4.78209742
Postosuchus kirkpatricki,667879,Reptilia,71982,US,237,208.5,35.384998,-102.16111,10.59,-30.69,Tetrapoda,Norian,37.735045,33.402765,0.9278544,3.7382199999999983,4.522439650000001
Gomphodontosuchus brasiliensis,668534,Osteichthyes,72086,BR,237,208.5,-29.697779,-53.774166,-38.72,-8.99,Tetrapoda,Norian,21.42285,11.847809999999999,0.5831915,48.4212025,1.050329
Hoplitosuchus raui,668536,Reptilia,72086,BR,237,208.5,-29.697779,-53.774166,-38.72,-8.99,Tetrapoda,Norian,21.42285,11.847809999999999,0.5831915,48.4212025,1.050329
Rauisuchus tiradentes,668539,Reptilia,72088,BR,237,208.5,-29.666668,-53.75,-38.68,-8.96,Tetrapoda,Norian,21.42285,11.847809999999999,0.5831915,48.4212025,1.050329
Hyperodapedon,668540,Reptilia,72088,BR,237,208.5,-29.666668,-53.75,-38.68,-8.96,Tetrapoda,Norian,21.42285,11.847809999999999,0.5831915,48.4212025,1.050329
Rauisuchus tiradentes,668542,Reptilia,72089,BR,237,208.5,-29.666668,-53.75,-38.68,-8.96,Tetrapoda,Norian,21.42285,11.847809999999999,0.5831915,48.4212025,1.050329
Hyperodapedon,668543,Reptilia,72090,BR,237,208.5,-29.666668,-53.75,-38.68,-8.96,Tetrapoda,Norian,21.26191,11.998536666666666,0.6116987333333334,48.78900066666667,1.2559723333333332
Hoplitosuchus raui,668544,Reptilia,72090,BR,237,208.5,-29.666668,-53.75,-38.68,-8.96,Tetrapoda,Norian,21.26191,11.998536666666666,0.6116987333333334,48.78900066666667,1.2559723333333332
Rauisuchus tiradentes,668685,Reptilia,72136,BR,237,208.5,-29.666668,-53.75,-38.68,-8.96,Tetrapoda,Norian,21.42285,11.847809999999999,0.5831915,48.4212025,1.050329
Hyperodapedon,668686,Reptilia,72136,BR,237,208.5,-29.666668,-53.75,-38.68,-8.96,Tetrapoda,Norian,21.42285,11.847809999999999,0.5831915,48.4212025,1.050329
Hyperodapedon,668687,Reptilia,72136,BR,237,208.5,-29.666668,-53.75,-38.68,-8.96,Tetrapoda,Norian,21.42285,11.847809999999999,0.5831915,48.4212025,1.050329
Hyperodapedon,668689,Reptilia,72137,BR,237,208.5,-29.666668,-53.75,-38.68,-8.96,Tetrapoda,Norian,21.42285,11.847809999999999,0.5831915,48.4212025,1.050329
Hyperodapedon,668690,Reptilia,72138,BR,237,208.5,-29.666668,-53.75,-38.68,-8.96,Tetrapoda,Norian,21.42285,11.847809999999999,0.5831915,48.4212025,1.050329
Hyperodapedon,668691,Reptilia,72139,BR,237,208.5,-29.666668,-53.75,-38.68,-8.96,Tetrapoda,Norian,21.42285,11.847809999999999,0.5831915,48.4212025,1.050329
Eocursor parvus,686822,Ornithischia,73887,ZA,201.3,190.8,-29.219999,27.341667,-43.2,15.17,Dinosauromorpha,Sinemurian,18.876649999999998,11.325731999999999,0.5233883500000001,45.02206325,1.09151965
Dromomeron romeri,690297,Reptilia,62311,US,221.5,212,36.331669,-106.473053,11.12,-34.76,Dinosauromorpha,Norian,35.86569,26.28761,0.7302114,4.4039,5.16066753
Eocaecilia micropodia,690422,Osteichthyes,27716,US,199.3,182.7,35.759724,-111.080833,15,-39.65,Tetrapoda,Pliensbachian,32.493455,45.104189999999996,1.2528942,13.15097,8.5202205685
Kayentachelys aprix,690423,Reptilia,27716,US,199.3,182.7,35.759724,-111.080833,15,-39.65,Tetrapoda,Pliensbachian,32.493455,45.104189999999996,1.2528942,13.15097,8.5202205685
Dracovenator regenti,699840,Saurischia,75177,ZA,201.3,190.8,-30.816669,27.700001,-44.8,14.8,Dinosauromorpha,Sinemurian,18.876649999999998,11.325731999999999,0.5233883500000001,45.02206325,1.09151965
Aardonyx celestae,711596,Saurischia,47031,ZA,201.3,190.8,-28.466389,27.824444,-42.64,16.07,Sauropodomorpha,Sinemurian,22.091050000000003,8.296498,0.3152922,46.4278112,0.480833
Pulanesaura eocollum,711597,Saurischia,76191,ZA,201.3,190.8,-28.466667,27.825277,-42.64,16.07,Sauropodomorpha,Sinemurian,22.091050000000003,8.296498,0.3152922,46.4278112,0.480833
Arcusaurus pereirabdalorum,711598,Saurischia,76191,ZA,201.3,190.8,-28.466667,27.825277,-42.64,16.07,Sauropodomorpha,Sinemurian,22.091050000000003,8.296498,0.3152922,46.4278112,0.480833
Massospondylus carinatus,717652,Saurischia,77055,ZA,201.3,190.8,-30.566668,27.616667,-44.54,14.83,Sauropodomorpha,Sinemurian,19.173566666666666,9.927592666666666,0.4416976,45.7402225,0.9707262
Siderops kehli,719242,Osteichthyes,77179,AU,190.8,174.1,-25.816668,150.300003,-59.15,101.07,Tetrapoda,Toarcian,2.0600436,39.743225,2.2232925000000003,45.48537,5.341874500000001
Hypsognathus fenneri,749299,Reptilia,80143,US,228,201.3,40.894444,-74.167778,14.53,-9.13,Tetrapoda,Rhaetian,37.04155,57.933265000000006,1.6092574000000002,11.51132,11.956807365
Metoposaurus algarvensis,773340,Osteichthyes,82902,PT,237,208.5,37.251389,-8.111667,17.9,10.56,Tetrapoda,Norian,35.308245,57.956125,1.6098935,13.102905000000002,9.0549636
Metoposaurus diagnosticus,773661,Osteichthyes,61449,PL,237,208.5,50.669167,18.249166,33.11,27.91,Tetrapoda,Norian,28.49476,30.649359999999998,0.8709006,37.50571166666666,2.2608046666666666
Parasuchus,773671,Reptilia,82991,PL,237,208.5,50.664165,18.271389,33.11,27.93,Tetrapoda,Norian,28.031035,33.244585,0.95275595,37.809147499999995,2.3220159999999996
Stagonolepis olenkae,773672,Reptilia,82992,PL,237,208.5,50.664165,18.271389,33.11,27.93,Tetrapoda,Norian,28.031035,33.244585,0.95275595,37.809147499999995,2.3220159999999996
Preondactylus buffarinii,777702,Reptilia,83471,IT,215.56,205.6,46.380554,12.864722,22.87,29.69,Tetrapoda,Norian,26.82425,69.26476,1.924019,33.55682,3.7723650000000006
Megalancosaurus preonensis,777710,Reptilia,83472,IT,215.56,205.6,46.384724,12.863889,22.87,29.69,Tetrapoda,Norian,26.82425,69.26476,1.924019,33.55682,3.7723650000000006
Trisauropodiscus superavipes,780913,Saurischia,84072,LS,201.3,190.8,-30.4,27.7167,-44.42,15.02,Dinosauromorpha,Sinemurian,18.876649999999998,11.325731999999999,0.5233883500000001,45.02206325,1.09151965
Sierritasuchus macalpini,790005,Reptilia,85485,US,237,208.5,35.361969,-102.163528,10.57,-30.7,Tetrapoda,Norian,37.735045,33.402765,0.9278544,3.7382199999999983,4.522439650000001
Smok wawelski,790080,Reptilia,85500,PL,228,201.3,50.678612,18.645279,35.35,25.95,Tetrapoda,Rhaetian,25.68208,36.460674999999995,1.1667955,42.3534875,3.1469560000000003
Raeticodactylus filisurensis,805166,Reptilia,87874,CH,212,201.3,46.613609,9.074167,27.19,27.54,Tetrapoda,Rhaetian,28.230345,48.028585,1.360941,35.268662000000006,4.263275
Caviramus schesaplanensis,805168,Reptilia,87875,CH,212,201.3,47.038612,9.733611,27.12,28.23,Tetrapoda,Rhaetian,25.46486,70.46500499999999,2.099444,37.00932,5.218758
Dimorphodon macronyx,805205,Reptilia,87878,UK,201.3,189.6,50.726112,-2.938889,37.16,10.32,Tetrapoda,Sinemurian,26.15561,52.877365,1.5695305,37.731581500000004,3.9235065000000002
Yonghesuchus sangbiensis,806158,Reptilia,88046,CN,242,228,36.640556,110.71167,20.57,117.94,Tetrapoda,Carnian,9.044067,58.85693,3.361581,36.241025,2.95997
Stagonolepis robertsoni,811391,Reptilia,89005,UK,237,208.5,57.668331,-3.335833,34.75,10.7,Tetrapoda,Norian,30.406815,17.820525,0.49501505,35.85007,2.1563203
Ornithosuchus woodwardi,811399,Reptilia,89008,UK,237,208.5,57.674999,-3.303611,34.76,10.72,Tetrapoda,Norian,30.406815,17.820525,0.49501505,35.85007,2.1563203
Hyperodapedon gordoni,811400,Reptilia,89008,UK,237,208.5,57.674999,-3.303611,34.76,10.72,Tetrapoda,Norian,30.406815,17.820525,0.49501505,35.85007,2.1563203
Hypsognathus fenneri,811778,Reptilia,89137,US,228,201.3,40.863888,-74.141945,14.5,-9.1,Tetrapoda,Rhaetian,37.04155,57.933265000000006,1.6092574000000002,11.51132,11.956807365
Prosalirus bitis,831988,Osteichthyes,27716,US,199.3,182.7,35.759724,-111.080833,15,-39.65,Tetrapoda,Pliensbachian,32.493455,45.104189999999996,1.2528942,13.15097,8.5202205685
Stenomyti huangae,832048,Reptilia,92089,US,228,201.3,39.833332,-106.333336,14.24,-34.32,Tetrapoda,Rhaetian,34.904984999999996,29.747865,0.8263308,9.07239,5.723873234
Hypsognathus fenneri,832113,Reptilia,92107,US,228,201.3,40.8475,-74.143059,14.49,-9.1,Tetrapoda,Rhaetian,37.04155,57.933265000000006,1.6092574000000002,11.51132,11.956807365
Aetosauroides scagliai,832674,Reptilia,92315,AR,237,208.5,-30.116667,-67.883331,-39.24,-24.29,Tetrapoda,Norian,21.673065,13.8825195,0.6888899500000001,41.2096585,2.5213372499999998
Aetosauroides scagliai,832675,Reptilia,92316,AR,237,208.5,-30.116667,-67.883331,-39.24,-24.29,Tetrapoda,Norian,21.673065,13.8825195,0.6888899500000001,41.2096585,2.5213372499999998
Aetosauroides scagliai,832680,Reptilia,92318,AR,237,208.5,-30.116667,-67.883331,-39.24,-24.29,Tetrapoda,Norian,21.673065,13.8825195,0.6888899500000001,41.2096585,2.5213372499999998
Aetosauroides scagliai,832685,Reptilia,92319,BR,237,208.5,-29.633333,-54.133331,-38.69,-9.39,Tetrapoda,Norian,21.42285,11.847809999999999,0.5831915,48.4212025,1.050329
Austriadactylus cristatus,841811,Reptilia,83471,IT,215.56,205.6,46.380554,12.864722,22.87,29.69,Tetrapoda,Norian,26.82425,69.26476,1.924019,33.55682,3.7723650000000006
Trilophosaurus jacobsi,850001,Reptilia,94492,US,237,208.5,32.75,-101.466667,7.89,-30.6,Tetrapoda,Norian,36.08804,30.94502,0.8595847999999999,4.492064999999998,4.78209742
Spinosuchus caseanus,850003,Reptilia,94492,US,237,208.5,32.75,-101.466667,7.89,-30.6,Tetrapoda,Norian,36.08804,30.94502,0.8595847999999999,4.492064999999998,4.78209742
Tecovasuchus chatterjeei,850018,Reptilia,71977,US,237,208.5,33.589661,-101.113403,8.67,-30.15,Tetrapoda,Norian,36.08804,30.94502,0.8595847999999999,4.492064999999998,4.78209742
Seitaad ruessi,853661,Saurischia,94804,US,190.8,174.1,37.366669,-109.633331,21.45,-36.69,Sauropodomorpha,Toarcian,29.357665,60.527604999999994,1.6813205,20.620850000000004,11.3298020565
Azendohsaurus madagaskarensis,867052,Reptilia,96206,MG,242,228,-22.416668,45.25,-36.1,30.18,Tetrapoda,Carnian,23.70587,49.62557,1.522107,42.596834,5.745908
Isalorhynchus genovefae,867053,Reptilia,96207,MG,242,228,-22.166668,45,-35.76,30.15,Tetrapoda,Carnian,23.70587,49.62557,1.522107,42.596834,5.745908
Isalorhynchus genovefae,867571,Reptilia,96221,MG,242,228,-22,45.200001,-35.75,30.45,Tetrapoda,Carnian,23.70587,49.62557,1.522107,42.596834,5.745908
Menadon besairiei,868180,Osteichthyes,96281,MG,242,228,-22.166668,45,-35.76,30.15,Tetrapoda,Carnian,23.70587,49.62557,1.522107,42.596834,5.745908
Menadon besairiei,868181,Osteichthyes,96282,MG,242,228,-22.166668,45,-35.76,30.15,Tetrapoda,Carnian,23.70587,49.62557,1.522107,42.596834,5.745908
Menadon besairiei,868182,Osteichthyes,96283,MG,242,228,-22.916668,44.549999,-36.09,29.17,Tetrapoda,Carnian,23.70587,49.62557,1.522107,42.596834,5.745908
Dadadon isaloi,868183,Osteichthyes,96283,MG,242,228,-22.916668,44.549999,-36.09,29.17,Tetrapoda,Carnian,23.70587,49.62557,1.522107,42.596834,5.745908
Isalorhynchus genovefae,868185,Reptilia,96283,MG,242,228,-22.916668,44.549999,-36.09,29.17,Tetrapoda,Carnian,23.70587,49.62557,1.522107,42.596834,5.745908
Barapasaurus tagorei,877911,Saurischia,97447,IN,199.3,182.7,19.222221,79.521667,-25.11,47.01,Sauropodomorpha,Pliensbachian,29.026275,135.61055,3.7669610000000002,15.26709,15.312364500000001
Leptosuchus crosbiensis,890992,Reptilia,98596,US,237,208.5,33.581253,-101.17057,8.67,-30.2,Tetrapoda,Norian,36.08804,30.94502,0.8595847999999999,4.492064999999998,4.78209742
Protosuchus haughtoni,890995,Reptilia,98599,ZA,201.3,190.8,-28.527779,28.501667,-42.9,16.8,Tetrapoda,Sinemurian,19.83466,14.20518,0.59802875,45.5641455,1.2056179999999999
Orthosuchus stormbergi,891049,Reptilia,98603,LS,201.3,190.8,-30,28.5,-44.28,16.1,Tetrapoda,Sinemurian,16.914794999999998,17.39286,0.9402790000000001,43.35389485,1.8849785
Wannia scurriensis,891054,Reptilia,98606,US,237,208.5,32.783333,-100.666664,7.81,-29.92,Tetrapoda,Norian,36.08804,30.94502,0.8595847999999999,4.492064999999998,4.78209742
Litargosuchus leptorhynchus,891069,Reptilia,98608,ZA,201.3,190.8,-30.9667,27.6,-44.91,14.61,Tetrapoda,Sinemurian,18.876649999999998,11.325731999999999,0.5233883500000001,45.02206325,1.09151965
Kayentasuchus walkeri,891070,Reptilia,98609,US,199.3,182.7,35.733299,-111.066704,14.97,-39.64,Tetrapoda,Pliensbachian,32.493455,45.104189999999996,1.2528942,13.15097,8.5202205685
Koilamasuchus gonzalezdiazi,891090,Reptilia,98610,AR,242,228,-34.91,-68.5,-40.46,-27.11,Tetrapoda,Carnian,17.86243,19.52872,1.861938,44.56839,9.5364732
Ecteninion lunensis,891101,Osteichthyes,98621,AR,237,208.5,-30.18,-68.040001,-39.32,-24.45,Tetrapoda,Norian,21.673065,13.8825195,0.6888899500000001,41.2096585,2.5213372499999998
Trucidocynodon riograndensis,891102,Osteichthyes,98623,BR,237,208.5,-29.679167,-53.292778,-38.64,-8.46,Tetrapoda,Norian,21.42285,11.847809999999999,0.5831915,48.4212025,1.050329
Hyperodapedon stockleyi,891105,Reptilia,98625,TZ,237,208.5,-11.04,37.330002,-39.73,28.8,Tetrapoda,Norian,23.818725,41.90175,1.26672515,44.9291085,6.787635249999999
Polysphenodon muelleri,891115,Reptilia,98627,DE,237,208.5,52.419998,10.72,32.73,21.97,Tetrapoda,Norian,29.314915,24.448755000000002,0.6791317,37.094545000000004,1.64056175
Exaeretodon statisticae,891116,Osteichthyes,98628,IN,237,208.5,19.166668,79.666664,-37.57,45.06,Tetrapoda,Norian,26.563035,112.419265,3.122754,22.918995,16.647987999999998
Diarthrognathus broomi,891129,Osteichthyes,98632,ZA,201.3,190.8,-28.92,27.57,-42.99,15.57,Tetrapoda,Sinemurian,18.876649999999998,11.325731999999999,0.5233883500000001,45.02206325,1.09151965
Prozostrodon brasiliensis,895278,Osteichthyes,13220,BR,237,208.5,-29.701944,-53.791389,-38.72,-9,Tetrapoda,Norian,21.42285,11.847809999999999,0.5831915,48.4212025,1.050329
Hyperodapedon huenei,895818,Reptilia,92319,BR,237,208.5,-29.633333,-54.133331,-38.69,-9.39,Tetrapoda,Norian,21.42285,11.847809999999999,0.5831915,48.4212025,1.050329
Hyperodapedon,896024,Reptilia,99381,BR,237,208.5,-29.666668,-53.75,-38.68,-8.96,Tetrapoda,Norian,21.42285,11.847809999999999,0.5831915,48.4212025,1.050329
Hyperodapedon,896025,Reptilia,99382,BR,237,208.5,-29.666668,-53.75,-38.68,-8.96,Tetrapoda,Norian,21.42285,11.847809999999999,0.5831915,48.4212025,1.050329
Hyperodapedon,896026,Reptilia,72089,BR,237,208.5,-29.666668,-53.75,-38.68,-8.96,Tetrapoda,Norian,21.42285,11.847809999999999,0.5831915,48.4212025,1.050329
Staurikosaurus pricei,896129,Saurischia,72090,BR,237,208.5,-29.666668,-53.75,-38.68,-8.96,Dinosauromorpha,Norian,21.26191,11.998536666666666,0.6116987333333334,48.78900066666667,1.2559723333333332
Rauisuchus tiradentes,896130,Reptilia,99406,BR,237,208.5,-29.694445,-53.769444,-38.71,-8.98,Tetrapoda,Norian,21.42285,11.847809999999999,0.5831915,48.4212025,1.050329
Rhadinosuchus gracilis,896131,Reptilia,99407,BR,237,208.5,-29.694445,-53.769444,-38.71,-8.98,Tetrapoda,Norian,21.42285,11.847809999999999,0.5831915,48.4212025,1.050329
